KundeNr,Alter,Geschlecht,Zeit,Einkommen,Preis,Niederlassung
K0520,65,1,"55,0","96471,0","145684,18",Nordrhein-Westfalen
K0468,36,1,"22,0","35235,0","67764,25",Nordrhein-Westfalen
K1047,36,1,"47,0","41489,0","63321,68",Baden-Württemberg
K0619,70,1,"58,0","77553,0","119128,85",Bayern
K0449,62,1,"42,0","62829,0","96175,78",Baden-Württemberg
K0919,50,0,"55,0","67714,0","90616,13",Hessen
K0052,69,1,"47,0","73444,0","115561,62",Niedersachsen
K0732,52,1,"44,0","49778,0","72763,75",Thüringen
K0622,46,1,"48,0","61088,0","117616,31",Berlin
K0735,40,0,"47,0","61057,0","77084,28",Baden-Württemberg
K0199,35,1,"44,0","52067,0","67345,58",Berlin
K0057,58,1,"51,0","64180,0","98148,01",Baden-Württemberg
K0507,41,1,"41,0","39630,0","80659,67",Bayern
K0299,46,0,"50,0","67665,0","83620,57",Berlin
K0531,40,0,"33,0","43103,0","77219,0",Berlin
K0998,35,0,"31,0","39813,0","60757,87",Niedersachsen
K0193,40,0,"40,0","45448,0","70066,79",Baden-Württemberg
K0139,61,0,"61,0","90246,0","111436,45",Bayern
K0588,65,1,"47,0","60323,0","90362,92",Niedersachsen
K0406,57,1,"46,0","70535,0","88743,79",Nordrhein-Westfalen
K0630,64,1,"52,0","76331,0","108153,91",Baden-Württemberg
K0713,53,1,"45,0","57988,0","114801,87",Nordrhein-Westfalen
K1056,35,1,"47,0","58838,0","81539,66",Sachsen
K0957,68,1,"73,0","89783,0","138190,26",Baden-Württemberg
K0110,64,1,"47,0","69256,0","110341,3",Berlin
K0278,46,0,"46,0","47284,0","62114,5",Niedersachsen
K0032,66,1,"48,0","63799,0","109159,01",Brandenburg
K0087,40,0,"48,0","47192,0","72220,0",Sachsen
K0454,41,1,"38,0","42992,0","65811,72",Bayern
K0089,37,1,"35,0","45503,0","50836,91",Nordrhein-Westfalen
K0108,51,1,"65,0","66908,0","93021,39",Bayern
K0333,38,0,"33,0","34983,0","39236,62",Hamburg
K0944,43,1,"43,0","38995,0","61300,12",Nordrhein-Westfalen
K0774,64,1,"46,0","60640,0","92602,45",Baden-Württemberg
K0716,46,1,"43,0","62061,0","105588,24",Nordrhein-Westfalen
K1029,55,1,"46,0","63152,0","101027,77",Niedersachsen
K0466,63,1,"47,0","65114,0","102718,58",Berlin
K0729,31,1,"41,0","45575,0","67425,51",Bayern
K0426,39,1,"46,0","48855,0","68265,8",Hessen
K0573,68,1,"63,0","84070,0","122645,18",Brandenburg
K0523,68,0,"59,0","83899,0","128052,56",Berlin
K0614,55,1,"58,0","81244,0","108119,52",Hamburg
K0938,44,0,"36,0","40928,0","68349,12",Niedersachsen
K0011,53,1,"26,0","30821,0","58450,55",Nordrhein-Westfalen
K1094,33,1,"37,0","46732,0","78942,39",Berlin
K0934,61,0,"47,0","59597,0","104647,51",Baden-Württemberg
K0725,53,1,"47,0","63147,0","105317,06",Hamburg
K0328,31,0,"31,0","30572,0","47857,93",Thüringen
K0179,31,1,"35,0","24944,0","31094,22",Hessen
K0568,57,0,"45,0","37682,0","48170,28",Berlin
K0974,42,1,"49,0","68945,0","88842,18",Berlin
K0591,49,0,"29,0","32964,0","49823,49",Bayern
K0952,37,1,"39,0","55505,0","61612,78",Berlin
K0586,40,1,"40,0","50626,0","75452,53",Sachsen
K0114,43,0,"33,0","45517,0","63320,19",Hessen
K0843,60,0,"52,0","60569,0","89849,34",Brandenburg
K0334,68,0,"56,0","94307,0","139799,0",Berlin
K0050,46,0,"32,0","50946,0","83406,88",Nordrhein-Westfalen
K0060,63,0,"57,0","92456,0","141292,39",Bayern
K0945,69,0,"54,0","80400,0","120052,16",Berlin
K1028,50,1,"46,0","55477,0","88889,58",Hamburg
K0755,35,1,"37,0","25203,0","48554,06",Brandenburg
K0274,49,0,"30,0","34170,0","53806,21",Hessen
K0949,35,1,"45,0","53806,0","84195,58",Berlin
K0585,50,0,"25,0","35262,0","55722,36",Berlin
K0784,55,1,"54,0","79794,0","118498,73",Hessen
K0024,41,1,"40,0","46542,0","63477,0",Baden-Württemberg
K0219,62,1,"59,0","72626,0","109158,35",Baden-Württemberg
K0159,68,1,"47,0","77118,0","83418,33",Berlin
K0532,47,0,"41,0","56965,0","86689,81",Niedersachsen
K0211,48,0,"41,0","67923,0","104683,62",Sachsen
K0680,63,0,"40,0","55422,0","81784,14",Sachsen
K1035,50,1,"34,0","64086,0","92285,2",Sachsen
K0813,51,0,"50,0","72996,0","124497,54",Bayern
K0981,34,0,"33,0","25970,0","45444,01",Bayern
K0084,30,1,"46,0","42551,0","58706,65",Niedersachsen
K0982,58,0,"48,0","73890,0","100147,52",Sachsen
K0421,39,0,"44,0","59413,0","80369,74",Baden-Württemberg
K0834,60,1,"31,0","51460,0","80985,24",Sachsen
K0826,51,0,"52,0","72225,0","120296,65",Nordrhein-Westfalen
K0721,46,1,"54,0","65611,0","85435,92",Thüringen
K0129,61,1,"49,0","57745,0","102766,17",Baden-Württemberg
K0360,35,1,"44,0","38580,0","47131,37",Baden-Württemberg
K0276,36,0,"50,0","55185,0","64034,01",Nordrhein-Westfalen
K0954,58,1,"47,0","52599,0","88810,94",Sachsen
K0320,32,1,"29,0","31090,0","59413,64",Baden-Württemberg
K0077,58,1,"43,0","59695,0","99547,37",Bayern
K0618,66,1,"47,0","73497,0","104863,39",Baden-Württemberg
K0209,49,1,"52,0","40198,0","62115,3",Bayern
K0571,37,1,"35,0","43760,0","63570,42",Hessen
K0221,68,1,"48,0","70277,0","130143,33",Bayern
K0287,56,1,"55,0","66786,0","108886,48",Berlin
K0789,47,1,"45,0","57545,0","70459,81",Niedersachsen
K0378,48,0,"20,0","47153,0","67603,44",Sachsen
K0244,48,1,"29,0","30477,0","53902,36",Niedersachsen
K0140,36,0,"43,0","47319,0","76696,47",Sachsen
K0232,36,0,"48,0","39697,0","60883,05",Sachsen
K0994,40,1,"40,0","59298,0","96941,73",Sachsen
K0494,55,0,"64,0","88749,0","119134,23",Bayern
K0631,35,1,"46,0","51556,0","73467,98",Bayern
K0372,69,0,"52,0","82036,0","118543,95",Berlin
K0709,56,1,"54,0","69651,0","123769,4",Baden-Württemberg
K0271,62,1,"44,0","62114,0","87670,86",Berlin
K0815,37,1,"30,0","37168,0","55031,56",Bayern
K0968,31,1,"50,0","41983,0","43660,45",Baden-Württemberg
K1055,36,1,"28,0","46427,0","57408,1",Bayern
K0157,70,0,"46,0","63937,0","121009,5",Hessen
K0862,33,1,"27,0","23596,0","44008,34",Baden-Württemberg
K0964,56,1,"63,0","67000,0","117255,91",Baden-Württemberg
K0986,56,0,"46,0","57640,0","83811,43",Niedersachsen
K1030,65,0,"68,0","86078,0","133381,03",Thüringen
K0465,55,0,"64,0","62380,0","92302,99",Niedersachsen
K0079,30,0,"34,0","49606,0","76579,11",Baden-Württemberg
K0175,32,1,"27,0","50330,0","49540,28",Bayern
K0809,32,0,"26,0","28303,0","57388,47",Bayern
K0791,64,1,"55,0","93624,0","126237,04",Bayern
K0528,64,1,"62,0","85374,0","121684,52",Baden-Württemberg
K0644,50,1,"31,0","41164,0","74268,93",Nordrhein-Westfalen
K0332,62,1,"56,0","80179,0","138650,02",Niedersachsen
K0040,43,1,"22,0","44559,0","74144,49",Sachsen
K0031,32,1,"34,0","40277,0","42093,26",Bayern
K0814,63,0,"43,0","63391,0","105484,64",Berlin
K0137,65,1,"62,0","77918,0","104728,1",Nordrhein-Westfalen
K0055,35,1,"41,0","53464,0","82821,95",Bayern
K0812,65,1,"38,0","58549,0","97388,62",Baden-Württemberg
K0717,34,0,"46,0","55070,0","67139,29",Berlin
K0526,60,1,"46,0","70296,0","94507,15",Niedersachsen
K1063,50,0,"50,0","70355,0","104977,17",Niedersachsen
K0324,51,0,"50,0","75335,0","110590,22",Sachsen
K0632,47,1,"43,0","48751,0","79984,29",Berlin
K0004,37,0,"36,0","48957,0","76412,36",Bayern
K0431,33,1,"31,0","35813,0","54223,32",Bayern
K0505,70,1,"74,0","90763,0","149827,25",Sachsen
K1072,36,0,"46,0","59150,0","63818,75",Thüringen
K0689,30,1,"37,0","51957,0","86152,97",Bayern
K1014,66,1,"54,0","67768,0","125157,59",Sachsen
K0261,58,1,"56,0","65162,0","106934,76",Bayern
K0200,51,1,"48,0","54077,0","77842,13",Berlin
K0059,55,0,"52,0","68245,0","112358,24",Baden-Württemberg
K0064,60,1,"39,0","68926,0","91715,99",Bayern
K0702,67,1,"53,0","87538,0","120582,75",Berlin
K0714,44,0,"43,0","57008,0","77339,83",Thüringen
K0366,68,0,"44,0","62116,0","98786,45",Hamburg
K0101,63,1,"61,0","85695,0","114451,46",Brandenburg
K0169,61,0,"49,0","65117,0","102799,87",Bayern
K0540,69,1,"42,0","63958,0","106491,22",Nordrhein-Westfalen
K0356,51,0,"46,0","64228,0","85280,73",Bayern
K0248,53,0,"61,0","68587,0","94955,06",Hamburg
K0569,49,1,"51,0","66068,0","93925,34",Berlin
K1074,61,1,"62,0","74008,0","110730,9",Hessen
K0389,61,0,"60,0","91903,0","111764,41",Sachsen
K1024,40,1,"46,0","45828,0","93946,55",Niedersachsen
K1080,59,1,"66,0","78591,0","121131,95",Nordrhein-Westfalen
K0887,49,1,"65,0","74627,0","102198,45",Bayern
K0480,64,1,"68,0","86943,0","126122,42",Thüringen
K1046,31,1,"20,0","22137,0","38697,44",Nordrhein-Westfalen
K0067,43,1,"52,0","70304,0","83886,2",Thüringen
K0615,37,0,"34,0","31911,0","49510,98",Hessen
K0068,52,1,"46,0","49657,0","89589,3",Nordrhein-Westfalen
K0245,45,0,"44,0","57880,0","98898,93",Nordrhein-Westfalen
K0013,69,1,"66,0","89082,0","124730,66",Nordrhein-Westfalen
K0355,52,1,"52,0","59767,0","90442,28",Berlin
K0757,34,1,"33,0","51868,0","87676,29",Baden-Württemberg
K0463,55,0,"38,0","62186,0","90301,78",Niedersachsen
K0297,33,1,"40,0","45811,0","64066,66",Berlin
K0637,59,0,"44,0","66293,0","91936,18",Baden-Württemberg
K0753,51,0,"44,0","65955,0","122657,88",Bayern
K0185,30,1,"30,0","18515,0","41027,79",Bayern
K0343,49,1,"37,0","55986,0","71207,17",Bayern
K0582,61,1,"42,0","72725,0","109982,32",Baden-Württemberg
K0238,34,0,"51,0","60319,0","77978,88",Niedersachsen
K0483,47,0,"37,0","55536,0","76897,16",Bayern
K1058,62,1,"56,0","76222,0","107580,68",Hessen
K0322,53,1,"39,0","50089,0","90472,38",Bayern
K0983,33,1,"13,0","38675,0","56493,4",Baden-Württemberg
K0925,33,1,"39,0","35064,0","48350,07",Berlin
K0772,30,1,"42,0","42861,0","74561,85",Baden-Württemberg
K1007,54,1,"47,0","57917,0","94386,02",Niedersachsen
K0257,64,1,"65,0","78797,0","109839,35",Bayern
K0291,59,0,"46,0","59443,0","99016,21",Baden-Württemberg
K0293,57,0,"37,0","56668,0","95820,3",Brandenburg
K0003,44,1,"29,0","48195,0","85705,57",Hessen
K0007,48,1,"30,0","44481,0","63604,43",Nordrhein-Westfalen
K0902,40,0,"38,0","50097,0","73036,86",Hamburg
K0391,69,1,"36,0","74462,0","110415,92",Berlin
K1085,69,1,"58,0","88545,0","130019,9",Bayern
K0319,60,1,"59,0","89512,0","145466,52",Nordrhein-Westfalen
K0886,31,1,"29,0","37149,0","65317,0",Hamburg
K0963,66,0,"40,0","77961,0","121393,97",Niedersachsen
K0883,31,0,"43,0","56282,0","81611,9",Thüringen
K0216,61,0,"52,0","72965,0","117298,71",Bayern
K0266,45,1,"53,0","82896,0","116749,66",Thüringen
K0534,38,0,"29,0","44329,0","48028,91",Hessen
K0874,65,1,"64,0","80375,0","121858,27",Niedersachsen
K0597,30,0,"55,0","55132,0","74760,4",Nordrhein-Westfalen
K0446,41,1,"34,0","53816,0","68749,31",Baden-Württemberg
K1100,61,1,"59,0","82624,0","134755,8",Berlin
K0763,55,1,"60,0","75863,0","96369,11",Hessen
K0658,46,1,"55,0","67111,0","93112,35",Hessen
K0300,57,1,"59,0","78848,0","122846,97",Sachsen
K0799,68,0,"59,0","66119,0","107741,21",Brandenburg
K0617,57,1,"49,0","73224,0","94361,83",Berlin
K0368,35,0,"24,0","20317,0","60372,24",Hessen
K0894,44,0,"35,0","42754,0","69418,9",Berlin
K0347,43,1,"36,0","33444,0","63707,22",Nordrhein-Westfalen
K0429,30,0,"45,0","47328,0","72459,7",Nordrhein-Westfalen
K0705,63,1,"72,0","88113,0","123910,94",Baden-Württemberg
K0026,54,1,"44,0","53037,0","88479,15",Nordrhein-Westfalen
K0425,60,1,"61,0","94859,0","138156,74",Hessen
K0975,60,1,"41,0","66507,0","103384,25",Niedersachsen
K1011,65,0,"47,0","45863,0","88037,39",Brandenburg
K0980,37,0,"24,0","28037,0","37558,95",Brandenburg
K0107,69,1,"71,0","89976,0","129284,1",Bayern
K0056,33,1,"52,0","69142,0","107174,44",Hessen
K0381,66,1,"59,0","86491,0","127825,69",Nordrhein-Westfalen
K0214,48,1,"38,0","66286,0","88275,44",Niedersachsen
K0121,56,1,"54,0","67292,0","90615,29",Bayern
K0881,52,1,"26,0","43463,0","57784,07",Brandenburg
K0553,36,0,"53,0","57337,0","95615,03",Berlin
K0073,53,1,"45,0","54940,0","82628,47",Berlin
K0629,42,1,"39,0","44277,0","67064,45",Nordrhein-Westfalen
K0353,31,1,"43,0","38149,0","46875,9",Nordrhein-Westfalen
K0508,38,1,"38,0","57891,0","73104,4",Bayern
K0850,44,1,"39,0","56488,0","99913,03",Bayern
K0627,57,0,"38,0","66341,0","85104,71",Nordrhein-Westfalen
K0443,62,1,"49,0","79285,0","121004,55",Nordrhein-Westfalen
K0307,53,1,"48,0","62592,0","93932,46",Baden-Württemberg
K0352,63,1,"38,0","60374,0","92221,35",Baden-Württemberg
K0775,44,0,"48,0","63671,0","102706,73",Nordrhein-Westfalen
K0524,68,1,"45,0","69381,0","102303,37",Berlin
K0696,66,1,"56,0","74011,0","116589,56",Baden-Württemberg
K1069,51,1,"54,0","63650,0","95477,5",Baden-Württemberg
K0579,62,1,"38,0","73034,0","104459,86",Thüringen
K0309,60,1,"38,0","51150,0","94420,15",Baden-Württemberg
K0478,38,0,"49,0","45935,0","76303,93",Brandenburg
K0061,39,1,"47,0","45873,0","75731,69",Hessen
K0606,37,0,"29,0","38116,0","77480,16",Nordrhein-Westfalen
K0093,34,1,"42,0","52606,0","83864,29",Bayern
K0719,33,0,"29,0","35069,0","43110,27",Berlin
K0923,43,1,"35,0","56948,0","67634,12",Berlin
K0783,31,0,"31,0","30362,0","34904,28",Niedersachsen
K0281,51,0,"61,0","68806,0","98128,97",Sachsen
K0825,62,1,"63,0","86770,0","112809,13",Berlin
K0424,63,1,"70,0","83693,0","119357,7",Bayern
K0345,37,0,"50,0","56641,0","59783,06",Bayern
K0183,61,1,"53,0","60160,0","100767,22",Baden-Württemberg
K0544,34,1,"30,0","46577,0","71156,2",Hessen
K0838,60,1,"47,0","62903,0","125573,59",Brandenburg
K0111,30,1,"30,0","34125,0","46414,4",Nordrhein-Westfalen
K0405,43,0,"34,0","50963,0","76275,31",Thüringen
K0598,32,1,"17,0","38008,0","59823,29",Berlin
K0533,41,1,"38,0","53363,0","75926,68",Brandenburg
K0486,53,1,"39,0","47966,0","73902,32",Nordrhein-Westfalen
K0742,32,1,"36,0","45461,0","69182,41",Niedersachsen
K0928,47,0,"38,0","55494,0","83850,57",Baden-Württemberg
K0262,47,0,"41,0","55524,0","67983,37",Bayern
K0495,70,0,"44,0","67872,0","114545,55",Baden-Württemberg
K0550,30,1,"42,0","54381,0","83223,78",Thüringen
K0727,63,0,"40,0","66597,0","83837,24",Baden-Württemberg
K1003,55,1,"47,0","60489,0","105741,8",Bayern
K0138,42,1,"38,0","53324,0","79456,84",Baden-Württemberg
K0596,60,0,"52,0","60911,0","97769,6",Baden-Württemberg
K0363,62,1,"46,0","74323,0","103270,9",Berlin
K0896,67,1,"51,0","73888,0","111202,84",Baden-Württemberg
K0653,64,1,"36,0","72974,0","106325,73",Thüringen
K0667,39,1,"29,0","39225,0","83313,68",Niedersachsen
K0671,50,1,"40,0","57036,0","95823,72",Hessen
K0030,44,1,"42,0","52043,0","72895,13",Sachsen
K0166,53,1,"39,0","49798,0","61329,51",Nordrhein-Westfalen
K0249,62,0,"80,0","96569,0","140745,65",Bayern
K0308,58,0,"50,0","59308,0","73667,3",Hamburg
K0785,43,1,"34,0","50456,0","88108,0",Bayern
K0669,48,1,"53,0","61627,0","82405,97",Nordrhein-Westfalen
K0337,64,0,"45,0","63436,0","95562,13",Baden-Württemberg
K0868,30,0,"39,0","55391,0","61951,79",Brandenburg
K0765,38,1,"49,0","54535,0","79772,26",Nordrhein-Westfalen
K0452,58,0,"43,0","49680,0","77792,44",Sachsen
K0410,41,1,"45,0","39800,0","79421,65",Niedersachsen
K0675,42,1,"34,0","41390,0","58786,52",Hamburg
K0583,50,0,"42,0","69342,0","115292,51",Niedersachsen
K0066,37,1,"46,0","66398,0","101131,52",Nordrhein-Westfalen
K0491,42,1,"52,0","59171,0","85183,22",Baden-Württemberg
K0984,41,0,"37,0","42509,0","61738,05",Baden-Württemberg
K0395,34,1,"12,0","24811,0","57541,73",Hamburg
K0255,69,1,"48,0","76932,0","133380,54",Bayern
K0800,51,0,"28,0","48813,0","52577,91",Sachsen
K0313,61,0,"33,0","49390,0","85180,08",Thüringen
K0888,30,1,"38,0","50998,0","95539,65",Baden-Württemberg
K0222,47,1,"60,0","55841,0","70169,26",Baden-Württemberg
K0236,30,0,"26,0","24933,0","40285,18",Hamburg
K0436,57,1,"48,0","58882,0","80802,02",Berlin
K0602,41,1,"34,0","49499,0","77389,91",Hamburg
K0306,66,0,"62,0","82969,0","138621,96",Hessen
K0479,53,1,"40,0","44034,0","69020,15",Hamburg
K0650,62,1,"48,0","65422,0","113261,61",Bayern
K1049,56,1,"62,0","84320,0","104544,82",Baden-Württemberg
K0250,53,0,"49,0","63121,0","82460,27",Nordrhein-Westfalen
K1038,39,1,"34,0","40699,0","66612,75",Niedersachsen
K0584,45,0,"32,0","45230,0","91201,91",Nordrhein-Westfalen
K0072,47,1,"52,0","56068,0","88529,55",Hamburg
K0095,70,1,"58,0","94606,0","139830,32",Berlin
K0034,50,0,"39,0","47571,0","83365,24",Baden-Württemberg
K0722,39,0,"42,0","54801,0","84900,44",Baden-Württemberg
K0260,54,1,"38,0","55785,0","90085,01",Berlin
K0205,35,0,"19,0","32553,0","66814,09",Nordrhein-Westfalen
K0778,55,1,"38,0","65084,0","104045,73",Baden-Württemberg
K0694,52,0,"55,0","61228,0","81411,98",Nordrhein-Westfalen
K0768,59,1,"56,0","78492,0","122336,16",Berlin
K0078,44,1,"36,0","46659,0","87048,58",Bayern
K0085,37,1,"36,0","48042,0","54313,59",Nordrhein-Westfalen
K1064,36,1,"36,0","60066,0","78126,13",Baden-Württemberg
K0083,53,1,"37,0","58050,0","78625,3",Niedersachsen
K0828,35,0,"39,0","48079,0","65670,65",Niedersachsen
K0527,34,0,"24,0","29899,0","45878,08",Bayern
K0679,61,1,"44,0","56063,0","98148,54",Berlin
K0922,48,1,"43,0","34459,0","44237,57",Hessen
K0434,45,0,"40,0","47515,0","66554,21",Niedersachsen
K0428,61,1,"67,0","68022,0","77134,04",Nordrhein-Westfalen
K0536,46,1,"58,0","54548,0","100672,01",Nordrhein-Westfalen
K0351,57,0,"41,0","65801,0","110519,86",Niedersachsen
K0951,36,0,"37,0","36269,0","49092,44",Nordrhein-Westfalen
K0006,68,1,"69,0","93315,0","141822,38",Baden-Württemberg
K0311,62,0,"71,0","100769,0","125018,41",Niedersachsen
K0549,37,1,"53,0","55129,0","73887,77",Nordrhein-Westfalen
K0105,66,1,"53,0","62843,0","113812,63",Berlin
K0098,38,0,"37,0","47861,0","66834,88",Hessen
K0605,45,0,"41,0","46099,0","84552,86",Sachsen
K0869,55,0,"38,0","64604,0","69621,64",Berlin
K0315,62,1,"54,0","81002,0","115409,9",Bayern
K0514,45,0,"34,0","46082,0","78379,94",Hamburg
K1059,58,1,"50,0","75531,0","94646,93",Niedersachsen
K0063,43,1,"42,0","37376,0","63383,29",Hessen
K0282,51,1,"43,0","57821,0","93565,3",Nordrhein-Westfalen
K0723,46,1,"34,0","44038,0","72625,61",Hessen
K0267,70,1,"69,0","84497,0","116193,41",Baden-Württemberg
K0561,56,0,"49,0","55688,0","94116,03",Nordrhein-Westfalen
K0239,66,1,"56,0","65063,0","106463,24",Nordrhein-Westfalen
K0430,34,1,"40,0","53286,0","57023,34",Bayern
K0146,57,0,"32,0","42006,0","50508,57",Hessen
K1031,52,1,"39,0","58873,0","80225,35",Bayern
K0651,63,1,"51,0","73099,0","118236,17",Bayern
K0623,38,0,"28,0","33873,0","56924,35",Bayern
K0119,43,0,"35,0","43130,0","61803,14",Hessen
K0676,33,1,"45,0","43936,0","78850,36",Berlin
K0515,34,1,"26,0","39614,0","56174,25",Hessen
K0251,40,0,"38,0","46710,0","77768,25",Berlin
K1073,30,1,"38,0","45508,0","64916,89",Bayern
K0286,37,0,"34,0","38717,0","56575,12",Bayern
K0546,66,1,"64,0","98881,0","131352,24",Sachsen
K0010,40,1,"28,0","43750,0","67687,0",Berlin
K0458,52,1,"37,0","67475,0","93897,2",Niedersachsen
K0197,34,1,"41,0","43470,0","70250,0",Nordrhein-Westfalen
K0731,40,1,"45,0","39921,0","65687,09",Nordrhein-Westfalen
K0371,64,0,"61,0","90952,0","116583,47",Nordrhein-Westfalen
K0082,38,1,"50,0","46715,0","101650,7",Baden-Württemberg
K0390,54,1,"60,0","75271,0","122250,09",Brandenburg
K0529,52,1,"46,0","63079,0","100733,46",Hessen
K0590,48,1,"51,0","63876,0","90833,08",Bayern
K1086,48,1,"52,0","54835,0","73324,94",Brandenburg
K0993,49,0,"52,0","69396,0","86666,48",Berlin
K0240,61,1,"49,0","79130,0","106664,4",Thüringen
K0414,50,1,"30,0","32462,0","65554,28",Brandenburg
K0212,55,0,"45,0","54760,0","86038,6",Bayern
K0859,34,1,"19,0","24264,0","22580,44",Berlin
K0701,68,0,"52,0","59013,0","87209,72",Nordrhein-Westfalen
K0576,42,0,"48,0","52370,0","74270,35",Bayern
K0228,52,1,"64,0","90021,0","124563,89",Thüringen
K1019,58,1,"33,0","80881,0","102290,11",Baden-Württemberg
K0621,56,1,"57,0","68794,0","108744,79",Sachsen
K0487,52,1,"22,0","53837,0","64750,35",Hamburg
K0948,35,1,"50,0","48208,0","78096,44",Nordrhein-Westfalen
K0178,31,0,"39,0","45328,0","68156,01",Hessen
K1067,70,1,"44,0","82041,0","106587,98",Baden-Württemberg
K0539,42,1,"27,0","34792,0","71876,74",Niedersachsen
K0136,58,1,"50,0","73853,0","97928,13",Baden-Württemberg
K0589,64,0,"60,0","81163,0","124639,62",Nordrhein-Westfalen
K0450,69,0,"53,0","79059,0","115211,31",Niedersachsen
K0808,39,1,"41,0","39831,0","56301,97",Nordrhein-Westfalen
K1101,39,1,"32,0","37905,0","61717,86",Hessen
K0008,52,1,"40,0","60315,0","106359,99",Berlin
K0437,61,0,"35,0","64831,0","113585,7",Hessen
K0156,42,1,"40,0","63657,0","84814,32",Hessen
K0708,44,1,"29,0","14547,0","28960,3",Nordrhein-Westfalen
K0358,51,0,"35,0","55866,0","84704,04",Baden-Württemberg
K0645,55,0,"49,0","56358,0","105656,62",Hamburg
K0224,30,1,"42,0","49623,0","65451,53",Nordrhein-Westfalen
K0330,46,1,"45,0","67067,0","88579,71",Thüringen
K0594,43,0,"43,0","49162,0","84864,12",Thüringen
K0543,31,0,"28,0","33788,0","67174,26",Nordrhein-Westfalen
K0929,69,0,"54,0","87922,0","120453,26",Niedersachsen
K0555,33,0,"38,0","51920,0","54310,26",Baden-Württemberg
K0683,37,1,"34,0","45690,0","64971,82",Baden-Württemberg
K0747,61,0,"47,0","64150,0","91908,79",Niedersachsen
K0845,31,0,"37,0","19138,0","21471,65",Sachsen
K0990,55,1,"49,0","79452,0","117307,67",Bayern
K0697,50,1,"29,0","42001,0","69941,72",Bayern
K1066,49,1,"45,0","63355,0","111931,58",Berlin
K0704,67,1,"55,0","73998,0","111198,78",Berlin
K0558,60,1,"39,0","61297,0","89077,09",Baden-Württemberg
K0932,69,1,"44,0","75241,0","128050,39",Nordrhein-Westfalen
K1051,56,1,"54,0","79198,0","85437,96",Nordrhein-Westfalen
K0441,41,0,"37,0","53509,0","90805,35",Bayern
K1052,46,0,"45,0","64863,0","101644,17",Nordrhein-Westfalen
K0847,57,1,"45,0","76586,0","104976,08",Hamburg
K0801,55,0,"47,0","68214,0","75900,15",Niedersachsen
K0164,66,1,"55,0","67497,0","117195,91",Nordrhein-Westfalen
K0229,60,0,"39,0","49925,0","84170,57",Bayern
K0786,36,1,"45,0","48447,0","90879,99",Brandenburg
K0873,40,1,"36,0","46664,0","59309,97",Hessen
K0213,32,1,"47,0","43819,0","57548,45",Sachsen
K0915,66,1,"53,0","88070,0","129089,55",Bayern
K0080,54,1,"35,0","54712,0","92084,38",Hessen
K0149,40,1,"37,0","53774,0","90227,44",Bayern
K0303,35,1,"34,0","44671,0","58157,49",Baden-Württemberg
K0761,63,0,"53,0","47767,0","81512,67",Hamburg
K0995,39,1,"40,0","46774,0","93641,06",Nordrhein-Westfalen
K0738,33,0,"34,0","52554,0","60796,8",Niedersachsen
K0718,58,0,"41,0","63385,0","93077,19",Baden-Württemberg
K0044,49,1,"41,0","63769,0","88665,28",Sachsen
K0969,39,1,"32,0","36057,0","73098,28",Nordrhein-Westfalen
K0134,68,0,"63,0","80664,0","122681,63",Baden-Württemberg
K0666,66,1,"53,0","62298,0","88092,7",Thüringen
K0746,58,1,"34,0","48730,0","87338,42",Baden-Württemberg
K0600,52,0,"43,0","60428,0","102443,11",Berlin
K0312,50,1,"50,0","53438,0","81140,06",Brandenburg
K0409,34,0,"27,0","25640,0","59338,04",Hamburg
K1077,52,1,"39,0","59873,0","76854,89",Niedersachsen
K0970,34,1,"50,0","47144,0","76527,76",Bayern
K0678,69,0,"32,0","62333,0","123546,58",Berlin
K0940,54,1,"54,0","64833,0","93686,46",Bayern
K0979,58,0,"51,0","68532,0","86666,09",Hamburg
K0971,39,1,"36,0","35523,0","54246,76",Baden-Württemberg
K0001,68,1,"62,0","89437,0","114481,9",Sachsen
K0423,65,1,"43,0","73513,0","119578,06",Baden-Württemberg
K0361,44,1,"33,0","51181,0","83060,06",Niedersachsen
K0383,52,1,"45,0","59011,0","88150,0",Berlin
K0317,47,0,"49,0","60557,0","96808,99",Nordrhein-Westfalen
K0926,54,1,"45,0","43811,0","77794,39",Nordrhein-Westfalen
K0476,39,0,"24,0","45332,0","77782,69",Baden-Württemberg
K0846,49,0,"33,0","56231,0","67307,08",Nordrhein-Westfalen
K0965,62,1,"43,0","67502,0","104564,5",Sachsen
K0530,58,1,"56,0","64297,0","110338,33",Bayern
K0635,31,1,"33,0","31976,0","45789,83",Nordrhein-Westfalen
K1065,46,0,"43,0","46549,0","62984,61",Berlin
K0141,51,1,"49,0","56496,0","78599,02",Niedersachsen
K0173,68,1,"54,0","57238,0","84306,46",Berlin
K0451,39,1,"28,0","28981,0","67912,67",Berlin
K0126,42,0,"39,0","49536,0","62506,44",Bayern
K0542,56,1,"41,0","61743,0","100812,37",Berlin
K0562,39,1,"27,0","31451,0","41728,39",Sachsen
K0661,34,1,"33,0","41276,0","53961,89",Sachsen
K1048,47,0,"38,0","48752,0","78207,23",Bayern
K0091,64,1,"39,0","63338,0","92846,99",Bayern
K1070,57,0,"58,0","68664,0","118552,48",Niedersachsen
K0182,66,0,"67,0","83118,0","113976,31",Sachsen
K0364,37,0,"47,0","54403,0","53690,36",Brandenburg
